source_row_abs,EID_o_identificador,parsed_keyword_count,clean_keyword_count,included_in_reference_corpus,exclusion_reason
92,2-s2.0-85007838156,5,5,True,
93,2-s2.0-1542610676,5,5,True,
94,2-s2.0-0042687934,5,5,True,
95,2-s2.0-0042186862,5,5,True,
96,2-s2.0-0034198169,5,5,True,
97,2-s2.0-0009563814,5,5,True,
98,2-s2.0-0034607969,5,5,True,
99,2-s2.0-0011939734,5,5,True,
100,2-s2.0-0034697112,5,5,True,
101,2-s2.0-0034028906,5,5,True,
102,2-s2.0-3042529073,5,5,True,
103,2-s2.0-84986155810,5,5,True,
104,2-s2.0-0034171702,5,5,True,
105,2-s2.0-0010838586,5,5,True,
106,2-s2.0-84937047204,5,5,True,
107,2-s2.0-3042676363,5,5,True,
108,2-s2.0-84993019254,5,5,True,
109,2-s2.0-34547226829,5,5,True,
110,2-s2.0-0342955492,5,5,True,
111,2-s2.0-0041034794,5,5,True,
112,2-s2.0-3042640043,5,5,True,
113,2-s2.0-0034635405,5,5,True,
114,2-s2.0-0034635358,5,5,True,
115,2-s2.0-23944498915,5,5,True,
116,2-s2.0-0342313511,5,5,True,
117,2-s2.0-8644220517,5,5,True,
118,2-s2.0-85089443123,5,5,True,
119,2-s2.0-85066224145,5,5,True,
120,2-s2.0-85050965446,5,5,True,
121,2-s2.0-85041902906,5,5,True,
122,2-s2.0-85024001305,5,5,True,
123,2-s2.0-85023825286,5,5,True,
124,2-s2.0-85023485385,5,5,True,
125,2-s2.0-85014988680,5,5,True,
126,2-s2.0-85011497723,5,5,True,
127,2-s2.0-85011199676,5,5,True,
128,2-s2.0-85010495355,5,5,True,
129,2-s2.0-85010402719,5,5,True,
130,2-s2.0-85008834289,5,5,True,
131,2-s2.0-85007856616,5,5,True,
132,2-s2.0-85006544753,5,5,True,
133,2-s2.0-84993769373,5,5,True,
134,2-s2.0-84992904524,5,5,True,
135,2-s2.0-84992421933,5,5,True,
136,2-s2.0-84990357490,5,5,True,
137,2-s2.0-84974678940,5,5,True,
138,2-s2.0-84968583581,5,5,True,
139,2-s2.0-84965100236,5,5,True,
140,2-s2.0-84952891351,5,5,True,
141,2-s2.0-84950110067,5,5,True,
142,2-s2.0-84949789649,5,5,True,
143,2-s2.0-84949673149,5,5,True,
144,2-s2.0-84944075145,5,5,True,
145,2-s2.0-84944074638,5,5,True,
146,2-s2.0-84929855544,5,5,True,
147,2-s2.0-84904048503,5,5,True,
148,2-s2.0-84904040699,5,5,True,
149,2-s2.0-84901245662,5,5,True,
150,2-s2.0-84871922064,5,5,True,
151,2-s2.0-84871590639,5,5,True,
152,2-s2.0-84867470314,5,5,True,
153,2-s2.0-84867297329,5,5,True,
154,2-s2.0-77951276094,5,5,True,
155,2-s2.0-70349431774,5,5,True,
156,2-s2.0-61449135004,5,5,True,
157,2-s2.0-5644280460,5,5,True,
158,2-s2.0-53949124323,5,5,True,
159,2-s2.0-53949096088,5,5,True,
160,2-s2.0-53349093437,5,5,True,
161,2-s2.0-52849125488,5,5,True,
162,2-s2.0-52849118952,5,5,True,
163,2-s2.0-50849108878,5,5,True,
164,2-s2.0-47249106643,5,5,True,
165,2-s2.0-4544259846,5,5,True,
166,2-s2.0-35649002265,5,5,True,
167,2-s2.0-34548171607,5,5,True,
168,2-s2.0-34249899754,5,5,True,
169,2-s2.0-34247174510,5,5,True,
170,2-s2.0-33750632339,5,5,True,
171,2-s2.0-33750307968,5,5,True,
172,2-s2.0-33749398801,5,5,True,
173,2-s2.0-33646819206,5,5,True,
174,2-s2.0-3042575151,5,5,True,
175,2-s2.0-3042573883,5,5,True,
176,2-s2.0-3042533569,5,5,True,
177,2-s2.0-29444456229,5,5,True,
178,2-s2.0-27544492987,5,5,True,
179,2-s2.0-24944517592,5,5,True,
180,2-s2.0-24944486066,5,5,True,
181,2-s2.0-24944473629,5,5,True,
182,2-s2.0-24044474205,5,5,True,
183,2-s2.0-23044524645,5,5,True,
184,2-s2.0-23044524589,5,5,True,
185,2-s2.0-23044523455,5,5,True,
186,2-s2.0-23044520582,5,5,True,
187,2-s2.0-23044519525,5,5,True,
188,2-s2.0-23044518829,5,5,True,
189,2-s2.0-23044518542,5,5,True,
190,2-s2.0-22844457285,5,5,True,
191,2-s2.0-22844454265,5,5,True,
192,2-s2.0-22844454064,5,5,True,
193,2-s2.0-22844453632,5,5,True,
194,2-s2.0-22844453574,5,5,True,
195,2-s2.0-22844453412,5,5,True,
196,2-s2.0-22844453364,5,5,True,
197,2-s2.0-19544377644,5,5,True,
198,2-s2.0-19544376291,5,5,True,
199,2-s2.0-19544374850,5,5,True,
200,2-s2.0-19544366573,5,5,True,
201,2-s2.0-17144475157,5,5,True,
202,2-s2.0-1642521411,5,5,True,
203,2-s2.0-13244297204,5,5,True,
204,2-s2.0-0346741365,5,5,True,
205,2-s2.0-0346115258,5,5,True,
206,2-s2.0-0345985087,5,5,True,
207,2-s2.0-0242686205,5,5,True,
208,2-s2.0-0242619753,5,5,True,
209,2-s2.0-0042913225,5,5,True,
210,2-s2.0-0042686523,5,5,True,
211,2-s2.0-0042686518,5,5,True,
212,2-s2.0-0042686509,5,5,True,
213,2-s2.0-0042349739,5,5,True,
214,2-s2.0-0042225063,5,5,True,
215,2-s2.0-0042187280,5,5,True,
216,2-s2.0-0042185340,5,5,True,
217,2-s2.0-0041684689,5,5,True,
218,2-s2.0-0040442261,5,5,True,
219,2-s2.0-0039925209,5,5,True,
220,2-s2.0-0039923264,5,5,True,
221,2-s2.0-0039334677,5,5,True,
222,2-s2.0-0038778883,5,5,True,
223,2-s2.0-0038286442,5,5,True,
224,2-s2.0-0038022475,5,5,True,
225,2-s2.0-0035526678,5,5,True,
226,2-s2.0-0034734148,5,5,True,
227,2-s2.0-0034720977,5,5,True,
228,2-s2.0-0034612689,5,5,True,
229,2-s2.0-0034612674,5,5,True,
230,2-s2.0-0034584371,5,5,True,
231,2-s2.0-0034580888,5,5,True,
232,2-s2.0-0034550207,5,5,True,
233,2-s2.0-0034546995,5,5,True,
234,2-s2.0-0034543311,5,5,True,
235,2-s2.0-0034424263,5,5,True,
236,2-s2.0-0034419824,5,5,True,
237,2-s2.0-0034387860,5,5,True,
238,2-s2.0-0034367117,5,5,True,
239,2-s2.0-0034366629,5,5,True,
240,2-s2.0-0034364560,5,5,True,
241,2-s2.0-0034354897,5,5,True,
242,2-s2.0-0034345634,5,5,True,
243,2-s2.0-0034344786,5,5,True,
244,2-s2.0-0034343126,5,5,True,
245,2-s2.0-0034342062,5,5,True,
246,2-s2.0-0034339338,5,5,True,
247,2-s2.0-0034338990,5,5,True,
248,2-s2.0-0034326426,5,5,True,
249,2-s2.0-0034280406,5,5,True,
250,2-s2.0-0034238455,5,5,True,
251,2-s2.0-0034203611,5,5,True,
252,2-s2.0-0034203418,5,5,True,
253,2-s2.0-0034203231,5,5,True,
254,2-s2.0-0034199435,5,5,True,
255,2-s2.0-0034196474,5,5,True,
256,2-s2.0-0034189289,5,5,True,
257,2-s2.0-0034166549,5,5,True,
258,2-s2.0-0034131575,5,5,True,
259,2-s2.0-0034131542,5,5,True,
260,2-s2.0-0034106469,5,5,True,
261,2-s2.0-0034094306,5,5,True,
262,2-s2.0-0034046001,5,5,True,
263,2-s2.0-0034025401,5,5,True,
264,2-s2.0-0034004242,5,5,True,
265,2-s2.0-0034000841,5,5,True,
266,2-s2.0-0033994556,5,5,True,
267,2-s2.0-0033976638,5,5,True,
268,2-s2.0-0033923496,5,5,True,
269,2-s2.0-0033922031,5,5,True,
270,2-s2.0-0033909073,5,5,True,
271,2-s2.0-0033900007,5,5,True,
272,2-s2.0-0033881512,5,5,True,
273,2-s2.0-0033877154,5,5,True,
274,2-s2.0-0033873957,5,5,True,
275,2-s2.0-0033872309,5,5,True,
276,2-s2.0-0033854629,5,5,True,
277,2-s2.0-0033811258,5,5,True,
278,2-s2.0-0033803914,5,5,True,
279,2-s2.0-0033760724,5,5,True,
280,2-s2.0-0033760654,5,5,True,
281,2-s2.0-0033757424,5,5,True,
282,2-s2.0-0033740743,5,5,True,
283,2-s2.0-0033740206,5,5,True,
284,2-s2.0-0033740017,5,5,True,
285,2-s2.0-0033723637,5,5,True,
286,2-s2.0-0033688114,5,5,True,
287,2-s2.0-0033687064,5,5,True,
288,2-s2.0-0033667271,5,5,True,
289,2-s2.0-0033661305,5,5,True,
290,2-s2.0-0033652932,5,5,True,
291,2-s2.0-0033623394,5,5,True,
292,2-s2.0-0012101235,5,5,True,
293,2-s2.0-0012096396,5,5,True,
294,2-s2.0-0012085219,5,5,True,
295,2-s2.0-0011973861,5,5,True,
296,2-s2.0-0011969908,5,5,True,
297,2-s2.0-0011320397,5,5,True,
298,2-s2.0-0011262067,5,5,True,
299,2-s2.0-0010738722,5,5,True,
300,2-s2.0-0008785257,5,5,True,
301,2-s2.0-0005732953,5,5,True,
302,2-s2.0-0003376326,5,5,True,
303,2-s2.0-0001033861,5,5,True,
304,2-s2.0-0000768851,5,5,True,
305,2-s2.0-0000717304,5,5,True,
306,2-s2.0-0035977440,5,5,True,
307,2-s2.0-0035856945,5,5,True,
308,2-s2.0-8744318257,5,5,True,
309,2-s2.0-8744316010,4,4,True,
310,2-s2.0-8744315776,5,5,True,
311,2-s2.0-8744315705,5,5,True,
312,2-s2.0-8744314577,5,5,True,
313,2-s2.0-8744312543,5,5,True,
314,2-s2.0-8744309830,5,5,True,
315,2-s2.0-8744306835,5,5,True,
316,2-s2.0-8744306815,5,5,True,
317,2-s2.0-8744304598,5,5,True,
318,2-s2.0-8744304593,5,5,True,
319,2-s2.0-8744303616,5,5,True,
320,2-s2.0-8744303615,5,5,True,
321,2-s2.0-8744302857,5,5,True,
322,2-s2.0-8744301797,5,5,True,
323,2-s2.0-8744301717,5,5,True,
324,2-s2.0-8744301209,5,5,True,
325,2-s2.0-8744300688,5,5,True,
326,2-s2.0-8744294007,5,5,True,
327,2-s2.0-8744293337,5,5,True,
328,2-s2.0-8744292840,5,5,True,
329,2-s2.0-8744289910,5,5,True,
330,2-s2.0-8744285308,5,5,True,
331,2-s2.0-8744282877,5,5,True,
332,2-s2.0-8744278318,5,5,True,
333,2-s2.0-8744275607,5,5,True,
334,2-s2.0-8744275101,5,5,True,
335,2-s2.0-8744275073,5,5,True,
336,2-s2.0-8744273767,5,5,True,
337,2-s2.0-8744272666,5,5,True,
338,2-s2.0-8744271122,5,5,True,
339,2-s2.0-8744267190,5,5,True,
340,2-s2.0-8744262131,5,5,True,
341,2-s2.0-8744259517,5,5,True,
342,2-s2.0-8744258519,5,5,True,
343,2-s2.0-8744256844,5,5,True,
344,2-s2.0-8744256388,5,5,True,
345,2-s2.0-8744248398,5,5,True,
346,2-s2.0-8744245488,5,5,True,
347,2-s2.0-8744243398,5,5,True,
348,2-s2.0-8744242918,5,5,True,
349,2-s2.0-8744242338,5,5,True,
350,2-s2.0-8744240179,5,5,True,
351,2-s2.0-8744233239,5,5,True,
352,2-s2.0-8744232373,5,5,True,
353,2-s2.0-8744231770,5,5,True,
354,2-s2.0-8744231690,5,5,True,
355,2-s2.0-8744225318,5,5,True,
356,2-s2.0-8744219617,5,5,True,
357,2-s2.0-85073143125,5,5,True,
358,2-s2.0-85026672860,5,5,True,
359,2-s2.0-85013587113,5,5,True,
360,2-s2.0-84891666555,5,5,True,
361,2-s2.0-84869430431,5,5,True,
362,2-s2.0-84867317324,5,5,True,
363,2-s2.0-78751527266,5,5,True,
364,2-s2.0-61349183215,5,5,True,
365,2-s2.0-52649096412,5,5,True,
366,2-s2.0-52549121986,5,5,True,
367,2-s2.0-52549121985,5,5,True,
368,2-s2.0-4944260811,5,5,True,
369,2-s2.0-4944254413,5,5,True,
370,2-s2.0-4544348954,5,5,True,
371,2-s2.0-34249893927,5,5,True,
372,2-s2.0-33847682119,5,5,True,
373,2-s2.0-32944458322,5,5,True,
374,2-s2.0-3242722248,5,5,True,
375,2-s2.0-30844441866,5,5,True,
376,2-s2.0-30544440275,5,5,True,
377,2-s2.0-0347693168,5,5,True,
378,2-s2.0-0347412238,5,5,True,
379,2-s2.0-0038495450,5,5,True,
380,2-s2.0-0035790779,5,5,True,
381,2-s2.0-0035786659,5,5,True,
382,2-s2.0-0035786043,5,5,True,
383,2-s2.0-0035785271,5,5,True,
384,2-s2.0-0035784414,5,5,True,
385,2-s2.0-0035745072,5,5,True,
386,2-s2.0-0035732454,5,5,True,
387,2-s2.0-0035693825,5,5,True,
388,2-s2.0-0035693274,5,5,True,
389,2-s2.0-0035688346,5,5,True,
390,2-s2.0-0035687905,5,5,True,
391,2-s2.0-0035687634,5,5,True,
392,2-s2.0-0035679240,5,5,True,
393,2-s2.0-0035649414,5,5,True,
394,2-s2.0-0035582158,5,5,True,
395,2-s2.0-0035571544,5,5,True,
396,2-s2.0-0035569964,5,5,True,
397,2-s2.0-0035555234,5,5,True,
398,2-s2.0-0035554665,5,5,True,
399,2-s2.0-0035554371,5,5,True,
400,2-s2.0-0035552759,5,5,True,
401,2-s2.0-0035292951,5,5,True,
402,2-s2.0-0035228128,5,5,True,
403,2-s2.0-0035622660,5,5,True,
404,2-s2.0-0035500139,5,5,True,
405,2-s2.0-0013296673,5,5,True,
406,2-s2.0-0034757881,5,5,True,
407,2-s2.0-0034800538,5,5,True,
408,2-s2.0-0344429192,5,5,True,
409,2-s2.0-85171829373,5,5,True,
410,2-s2.0-85158760701,5,5,True,
411,2-s2.0-85070608828,5,5,True,
412,2-s2.0-0035497719,5,5,True,
413,2-s2.0-0034851659,5,5,True,
414,2-s2.0-0034847153,5,5,True,
415,2-s2.0-4744349791,5,5,True,
416,2-s2.0-0034922790,5,5,True,
417,2-s2.0-0040154306,5,5,True,
418,2-s2.0-0035725479,5,5,True,
419,2-s2.0-0035422936,5,5,True,
420,2-s2.0-0035414892,5,5,True,
421,2-s2.0-0034932636,5,5,True,
422,2-s2.0-0034970479,5,5,True,
423,2-s2.0-46649112036,5,5,True,
424,2-s2.0-0034981808,5,5,True,
425,2-s2.0-33748119019,5,5,True,
426,2-s2.0-85023947838,5,5,True,
427,2-s2.0-77954184874,5,5,True,
428,2-s2.0-4544320468,5,5,True,
429,2-s2.0-27744515110,5,5,True,
430,2-s2.0-0035947118,5,5,True,
431,2-s2.0-85056873958,5,5,True,
432,2-s2.0-85023658640,5,5,True,
433,2-s2.0-0348238398,5,5,True,
434,2-s2.0-0013145664,5,5,True,
435,2-s2.0-0035092350,5,5,True,
436,2-s2.0-85180902848,5,5,True,
437,2-s2.0-4043104065,5,5,True,
438,2-s2.0-0346997406,5,5,True,
439,2-s2.0-0041870769,5,5,True,
440,2-s2.0-0035533666,5,5,True,
441,2-s2.0-0035286827,5,5,True,
442,2-s2.0-0035279548,5,5,True,
443,2-s2.0-0035272283,5,5,True,
444,2-s2.0-0035271059,5,5,True,
445,2-s2.0-0035264841,5,5,True,
446,2-s2.0-0013240382,5,5,True,
447,2-s2.0-0035793391,5,5,True,
448,2-s2.0-0035608424,5,5,True,
449,2-s2.0-0035257725,5,5,True,
450,2-s2.0-6344233840,5,5,True,
451,2-s2.0-6344294357,5,5,True,
452,2-s2.0-6344292478,5,5,True,
453,2-s2.0-6344283024,5,5,True,
454,2-s2.0-6344226771,5,5,True,
455,2-s2.0-8744311501,5,5,True,
456,2-s2.0-85131785485,5,5,True,
457,2-s2.0-85096748981,5,5,True,
458,2-s2.0-85074884261,5,5,True,
459,2-s2.0-85072449893,5,5,True,
460,2-s2.0-85070136361,5,5,True,
461,2-s2.0-85066191930,5,5,True,
462,2-s2.0-85064781454,5,5,True,
463,2-s2.0-85047686427,5,5,True,
464,2-s2.0-85042110617,5,5,True,
465,2-s2.0-85025336272,5,5,True,
466,2-s2.0-85024073013,5,5,True,
467,2-s2.0-85023833173,5,5,True,
468,2-s2.0-85023813769,5,5,True,
469,2-s2.0-85023812916,5,5,True,
470,2-s2.0-85011528595,5,5,True,
471,2-s2.0-85010855531,5,5,True,
472,2-s2.0-85010629684,5,5,True,
473,2-s2.0-85009870897,5,5,True,
474,2-s2.0-85009648608,5,5,True,
475,2-s2.0-85009635406,5,5,True,
476,2-s2.0-85009598657,5,5,True,
477,2-s2.0-85009547716,5,5,True,
478,2-s2.0-85009039286,5,5,True,
479,2-s2.0-85008776536,5,5,True,
480,2-s2.0-85007784572,5,5,True,
481,2-s2.0-84996203492,5,5,True,
482,2-s2.0-84993737850,5,5,True,
483,2-s2.0-84992904154,5,5,True,
484,2-s2.0-84992850792,5,5,True,
485,2-s2.0-84992829366,5,5,True,
486,2-s2.0-84992803642,5,5,True,
487,2-s2.0-84992782820,5,5,True,
488,2-s2.0-84968560777,5,5,True,
489,2-s2.0-84964556257,5,5,True,
490,2-s2.0-84958765591,5,5,True,
491,2-s2.0-84943261996,5,5,True,
492,2-s2.0-84943252184,5,5,True,
493,2-s2.0-84926254016,5,5,True,
494,2-s2.0-84905098143,5,5,True,
495,2-s2.0-84904063011,5,5,True,
496,2-s2.0-84901933346,5,5,True,
497,2-s2.0-84901932833,5,5,True,
498,2-s2.0-84901922779,5,5,True,
499,2-s2.0-84901268889,5,5,True,
500,2-s2.0-84901264039,5,5,True,
501,2-s2.0-84901257016,5,5,True,
502,2-s2.0-84897820656,5,5,True,
503,2-s2.0-84895258936,5,5,True,
504,2-s2.0-84889286772,5,5,True,
505,2-s2.0-84882300382,5,5,True,
506,2-s2.0-84872860010,5,5,True,
507,2-s2.0-84867342011,5,5,True,
508,2-s2.0-84861501078,5,5,True,
509,2-s2.0-84858572328,5,5,True,
510,2-s2.0-79952130000,5,5,True,
511,2-s2.0-77956334086,5,5,True,
512,2-s2.0-77952004585,5,5,True,
513,2-s2.0-76649083006,5,5,True,
514,2-s2.0-71149103033,5,5,True,
515,2-s2.0-61949257545,5,5,True,
516,2-s2.0-61149692982,5,5,True,
517,2-s2.0-5644247748,5,5,True,
518,2-s2.0-56149108211,5,5,True,
519,2-s2.0-54049114814,5,5,True,
520,2-s2.0-52749098367,5,5,True,
521,2-s2.0-52549130765,5,5,True,
522,2-s2.0-52549118202,5,5,True,
523,2-s2.0-52549098654,5,5,True,
524,2-s2.0-52549084621,5,5,True,
525,2-s2.0-4544263115,5,5,True,
526,2-s2.0-44849143383,5,5,True,
527,2-s2.0-4243062315,5,5,True,
528,2-s2.0-4043087809,5,5,True,
529,2-s2.0-34548849734,5,5,True,
530,2-s2.0-34548082510,5,5,True,
531,2-s2.0-34249805880,5,5,True,
532,2-s2.0-34249670955,5,5,True,
533,2-s2.0-33751504732,5,5,True,
534,2-s2.0-33749871901,5,5,True,
535,2-s2.0-33749543436,5,5,True,
536,2-s2.0-33746754727,5,5,True,
537,2-s2.0-33745203899,5,5,True,
538,2-s2.0-33344460828,5,5,True,
539,2-s2.0-3042789650,5,5,True,
540,2-s2.0-27944489082,5,5,True,
541,2-s2.0-27944457920,5,5,True,
542,2-s2.0-27844507401,5,5,True,
543,2-s2.0-27544496425,5,5,True,
544,2-s2.0-26444550190,5,5,True,
545,2-s2.0-24944458676,5,5,True,
546,2-s2.0-2442547089,5,5,True,
547,2-s2.0-23844468180,5,5,True,
548,2-s2.0-20644461397,5,5,True,
549,2-s2.0-19644393318,5,5,True,
550,2-s2.0-19644390279,5,5,True,
551,2-s2.0-19644381920,5,5,True,
552,2-s2.0-19644373972,5,5,True,
553,2-s2.0-19644370421,5,5,True,
554,2-s2.0-19644363835,5,5,True,
555,2-s2.0-19644363227,5,5,True,
556,2-s2.0-18544390127,5,5,True,
557,2-s2.0-18444366830,5,5,True,
558,2-s2.0-18044398836,5,5,True,
559,2-s2.0-17644447688,5,5,True,
560,2-s2.0-17544405304,5,5,True,
561,2-s2.0-17544400786,5,5,True,
562,2-s2.0-17344392890,5,5,True,
563,2-s2.0-17344373586,5,5,True,
564,2-s2.0-17044370789,5,5,True,
565,2-s2.0-15944401437,5,5,True,
566,2-s2.0-1242287682,5,5,True,
567,2-s2.0-0345816874,5,5,True,
568,2-s2.0-0043176077,5,5,True,
569,2-s2.0-0042860225,5,5,True,
570,2-s2.0-0040746584,5,5,True,
571,2-s2.0-0040487057,5,5,True,
572,2-s2.0-0039838616,5,5,True,
573,2-s2.0-0039147545,5,5,True,
574,2-s2.0-0038970348,5,5,True,
575,2-s2.0-0038895779,5,5,True,
576,2-s2.0-0038793784,5,5,True,
577,2-s2.0-0038775899,5,5,True,
578,2-s2.0-0037970947,5,5,True,
579,2-s2.0-0035908403,5,5,True,
580,2-s2.0-0035824237,5,5,True,
581,2-s2.0-0035790531,5,5,True,
582,2-s2.0-0035784025,5,5,True,
583,2-s2.0-0035751048,5,5,True,
584,2-s2.0-0035732348,5,5,True,
585,2-s2.0-0035691190,5,5,True,
586,2-s2.0-0035667891,5,5,True,
587,2-s2.0-0035648471,5,5,True,
588,2-s2.0-0035646069,5,5,True,
589,2-s2.0-0035632816,5,5,True,
590,2-s2.0-0035615685,5,5,True,
591,2-s2.0-0035601560,5,5,True,
592,2-s2.0-0035600229,5,5,True,
593,2-s2.0-0035599981,5,5,True,
594,2-s2.0-0035595758,5,5,True,
595,2-s2.0-0035584559,5,5,True,
596,2-s2.0-0035581880,5,5,True,
597,2-s2.0-0035579635,5,5,True,
598,2-s2.0-0035564541,5,5,True,
599,2-s2.0-0035562902,5,5,True,
600,2-s2.0-0035537853,5,5,True,
601,2-s2.0-0035537037,5,5,True,
602,2-s2.0-0035532086,5,5,True,
603,2-s2.0-0035531946,5,5,True,
604,2-s2.0-0035531849,5,5,True,
605,2-s2.0-0035531595,5,5,True,
606,2-s2.0-0035506604,5,5,True,
607,2-s2.0-0035495263,5,5,True,
608,2-s2.0-0035491608,5,5,True,
609,2-s2.0-0035475485,5,5,True,
610,2-s2.0-0035458222,5,5,True,
611,2-s2.0-0035457774,5,5,True,
612,2-s2.0-0035438376,5,5,True,
613,2-s2.0-0035438375,5,5,True,
614,2-s2.0-0035434521,5,5,True,
615,2-s2.0-0035419834,5,5,True,
616,2-s2.0-0035394582,5,5,True,
617,2-s2.0-0035381111,5,5,True,
618,2-s2.0-0035378401,5,5,True,
619,2-s2.0-0035376604,5,5,True,
620,2-s2.0-0035374273,5,5,True,
621,2-s2.0-0035374082,5,5,True,
622,2-s2.0-0035359369,5,5,True,
623,2-s2.0-0035354880,5,5,True,
624,2-s2.0-0035343999,5,5,True,
625,2-s2.0-0035342129,5,5,True,
626,2-s2.0-0035329260,5,5,True,
627,2-s2.0-0035291816,5,5,True,
628,2-s2.0-0035287304,5,5,True,
629,2-s2.0-0035285632,5,5,True,
630,2-s2.0-0035223759,5,5,True,
631,2-s2.0-0035216353,5,5,True,
632,2-s2.0-0035204715,5,5,True,
633,2-s2.0-0035204699,5,5,True,
634,2-s2.0-0035202597,5,5,True,
635,2-s2.0-0035201980,5,5,True,
636,2-s2.0-0035201973,5,5,True,
637,2-s2.0-0035201968,5,5,True,
638,2-s2.0-0035197932,5,5,True,
639,2-s2.0-0035197641,5,5,True,
640,2-s2.0-0035197640,5,5,True,
641,2-s2.0-0035194095,5,5,True,
642,2-s2.0-0035193785,5,5,True,
643,2-s2.0-0035142034,5,5,True,
644,2-s2.0-0035122957,5,5,True,
645,2-s2.0-0035079719,5,5,True,
646,2-s2.0-0035076293,5,5,True,
647,2-s2.0-0035059492,5,5,True,
648,2-s2.0-0035037337,5,5,True,
649,2-s2.0-0035000207,5,5,True,
650,2-s2.0-0034985340,5,5,True,
651,2-s2.0-0034981480,5,5,True,
652,2-s2.0-0034981004,5,5,True,
653,2-s2.0-0034976737,5,5,True,
654,2-s2.0-0034961420,5,5,True,
655,2-s2.0-0034959068,5,5,True,
656,2-s2.0-0034830126,5,5,True,
657,2-s2.0-0034822964,5,5,True,
658,2-s2.0-0034818440,5,5,True,
659,2-s2.0-0034782346,5,5,True,
660,2-s2.0-0034782230,5,5,True,
