method,row_abs,doc_id,gt_n,pred_n,jaccard_lex,soft_recall,soft_precision,soft_f1,soft_mean_max,global_sem_sim
tfidf,223,1203,9,5,0.0,0.0,0.0,0.0,0.2791001796722412,0.32345038652420044
tfidf,224,1204,17,5,0.0,0.11764705882352941,0.4,0.1818181818181818,0.583182156085968,0.7181558012962341
tfidf,225,1205,16,5,0.05,0.3125,0.8,0.449438202247191,0.6925079822540283,0.7493284940719604
tfidf,226,1206,14,5,0.11764705882352941,0.5714285714285714,1.0,0.7272727272727273,0.8184562921524048,0.8538600206375122
tfidf,227,1207,11,5,0.06666666666666667,0.36363636363636365,0.4,0.380952380952381,0.665915310382843,0.7746241688728333
tfidf,228,1208,19,5,0.043478260869565216,0.10526315789473684,0.4,0.16666666666666666,0.5606471300125122,0.4631776809692383
tfidf,229,1209,8,5,0.08333333333333333,0.25,0.4,0.3076923076923077,0.5252872109413147,0.4193529188632965
tfidf,230,121,15,5,0.0,0.3333333333333333,0.6,0.42857142857142855,0.6566414833068848,0.7366287112236023
tfidf,231,1210,8,5,0.18181818181818182,0.5,0.8,0.6153846153846154,0.8318885564804077,0.7502171397209167
tfidf,232,1211,19,5,0.043478260869565216,0.21052631578947367,0.6,0.3116883116883116,0.6030993461608887,0.5491704940795898
tfidf,233,1212,17,5,0.0,0.17647058823529413,0.6,0.2727272727272727,0.6582350730895996,0.6953957676887512
tfidf,234,1213,22,5,0.038461538461538464,0.18181818181818182,0.8,0.2962962962962963,0.6971570253372192,0.5993209481239319
tfidf,235,1214,13,5,0.0,0.46153846153846156,0.6,0.5217391304347826,0.6826432347297668,0.7427746653556824
tfidf,236,1215,14,5,0.11764705882352941,0.21428571428571427,1.0,0.35294117647058826,0.7013740539550781,0.6493226289749146
tfidf,237,1216,13,5,0.0,0.38461538461538464,0.8,0.5194805194805195,0.716762900352478,0.7993516325950623
