insumo_row,eid,matches_published
207,2-s2.0-0242686205,True
208,2-s2.0-0242619753,True
209,2-s2.0-0042913225,True
210,2-s2.0-0042686523,True
211,2-s2.0-0042686518,True
212,2-s2.0-0042686509,True
213,2-s2.0-0042349739,True
214,2-s2.0-0042225063,True
215,2-s2.0-0042187280,True
216,2-s2.0-0042185340,True
217,2-s2.0-0041684689,True
218,2-s2.0-0040442261,True
219,2-s2.0-0039925209,True
220,2-s2.0-0039923264,True
221,2-s2.0-0039334677,True
222,2-s2.0-0038778883,True
223,2-s2.0-0038286442,True
224,2-s2.0-0038022475,True
225,2-s2.0-0035526678,True
226,2-s2.0-0034734148,True
227,2-s2.0-0034720977,True
228,2-s2.0-0034612689,True
229,2-s2.0-0034612674,True
230,2-s2.0-0034584371,True
231,2-s2.0-0034580888,True
232,2-s2.0-0034550207,True
233,2-s2.0-0034546995,True
234,2-s2.0-0034543311,True
235,2-s2.0-0034424263,True
236,2-s2.0-0034419824,True
237,2-s2.0-0034387860,True
238,2-s2.0-0034367117,True
239,2-s2.0-0034366629,True
240,2-s2.0-0034364560,True
241,2-s2.0-0034354897,True
242,2-s2.0-0034345634,True
243,2-s2.0-0034344786,True
244,2-s2.0-0034343126,True
245,2-s2.0-0034342062,True
246,2-s2.0-0034339338,True
247,2-s2.0-0034338990,True
248,2-s2.0-0034326426,True
249,2-s2.0-0034280406,True
250,2-s2.0-0034238455,True
251,2-s2.0-0034203611,True
252,2-s2.0-0034203418,True
253,2-s2.0-0034203231,True
254,2-s2.0-0034199435,True
255,2-s2.0-0034196474,True
256,2-s2.0-0034189289,True
257,2-s2.0-0034166549,True
258,2-s2.0-0034131575,True
259,2-s2.0-0034131542,True
260,2-s2.0-0034106469,True
261,2-s2.0-0034094306,True
262,2-s2.0-0034046001,True
263,2-s2.0-0034025401,True
264,2-s2.0-0034004242,True
265,2-s2.0-0034000841,True
266,2-s2.0-0033994556,True
267,2-s2.0-0033976638,True
268,2-s2.0-0033923496,True
269,2-s2.0-0033922031,True
270,2-s2.0-0033909073,True
271,2-s2.0-0033900007,True
272,2-s2.0-0033881512,True
273,2-s2.0-0033877154,True
274,2-s2.0-0033873957,True
275,2-s2.0-0033872309,True
276,2-s2.0-0033854629,True
277,2-s2.0-0033811258,True
278,2-s2.0-0033803914,True
279,2-s2.0-0033760724,True
280,2-s2.0-0033760654,True
281,2-s2.0-0033757424,True
282,2-s2.0-0033740743,True
283,2-s2.0-0033740206,True
284,2-s2.0-0033740017,True
285,2-s2.0-0033723637,True
286,2-s2.0-0033688114,True
287,2-s2.0-0033687064,True
288,2-s2.0-0033667271,True
289,2-s2.0-0033661305,True
290,2-s2.0-0033652932,True
291,2-s2.0-0033623394,True
292,2-s2.0-0012101235,True
293,2-s2.0-0012096396,True
294,2-s2.0-0012085219,True
295,2-s2.0-0011973861,True
296,2-s2.0-0011969908,True
297,2-s2.0-0011320397,True
298,2-s2.0-0011262067,True
299,2-s2.0-0010738722,True
300,2-s2.0-0008785257,True
301,2-s2.0-0005732953,True
302,2-s2.0-0003376326,True
303,2-s2.0-0001033861,True
304,2-s2.0-0000768851,True
305,2-s2.0-0000717304,True
306,2-s2.0-0035977440,True
307,2-s2.0-0035856945,True
308,2-s2.0-8744318257,True
309,2-s2.0-8744316010,True
310,2-s2.0-8744315776,True
311,2-s2.0-8744315705,True
312,2-s2.0-8744314577,True
313,2-s2.0-8744312543,True
314,2-s2.0-8744309830,True
315,2-s2.0-8744306835,True
316,2-s2.0-8744306815,True
317,2-s2.0-8744304598,True
318,2-s2.0-8744304593,True
319,2-s2.0-8744303616,True
320,2-s2.0-8744303615,True
321,2-s2.0-8744302857,True
322,2-s2.0-8744301797,True
323,2-s2.0-8744301717,True
324,2-s2.0-8744301209,True
325,2-s2.0-8744300688,True
326,2-s2.0-8744294007,True
327,2-s2.0-8744293337,True
328,2-s2.0-8744292840,True
329,2-s2.0-8744289910,True
330,2-s2.0-8744285308,True
331,2-s2.0-8744282877,True
332,2-s2.0-8744278318,True
333,2-s2.0-8744275607,True
334,2-s2.0-8744275101,True
335,2-s2.0-8744275073,True
336,2-s2.0-8744273767,True
337,2-s2.0-8744272666,True
338,2-s2.0-8744271122,True
339,2-s2.0-8744267190,True
340,2-s2.0-8744262131,True
341,2-s2.0-8744259517,True
342,2-s2.0-8744258519,True
343,2-s2.0-8744256844,True
344,2-s2.0-8744256388,True
345,2-s2.0-8744248398,True
346,2-s2.0-8744245488,True
347,2-s2.0-8744243398,True
348,2-s2.0-8744242918,True
349,2-s2.0-8744242338,True
350,2-s2.0-8744240179,True
351,2-s2.0-8744233239,True
352,2-s2.0-8744232373,True
353,2-s2.0-8744231770,True
354,2-s2.0-8744231690,True
355,2-s2.0-8744225318,True
356,2-s2.0-8744219617,True
357,2-s2.0-85073143125,True
358,2-s2.0-85026672860,True
359,2-s2.0-85013587113,True
360,2-s2.0-84891666555,True
361,2-s2.0-84869430431,True
362,2-s2.0-84867317324,True
363,2-s2.0-78751527266,True
364,2-s2.0-61349183215,True
365,2-s2.0-52649096412,True
366,2-s2.0-52549121986,True
367,2-s2.0-52549121985,True
368,2-s2.0-4944260811,True
369,2-s2.0-4944254413,True
370,2-s2.0-4544348954,True
371,2-s2.0-34249893927,True
372,2-s2.0-33847682119,True
373,2-s2.0-32944458322,True
374,2-s2.0-3242722248,True
375,2-s2.0-30844441866,True
376,2-s2.0-30544440275,True
377,2-s2.0-0347693168,True
378,2-s2.0-0347412238,True
379,2-s2.0-0038495450,True
380,2-s2.0-0035790779,True
381,2-s2.0-0035786659,True
382,2-s2.0-0035786043,True
383,2-s2.0-0035785271,True
384,2-s2.0-0035784414,True
385,2-s2.0-0035745072,True
386,2-s2.0-0035732454,True
387,2-s2.0-0035693825,True
388,2-s2.0-0035693274,True
389,2-s2.0-0035688346,True
390,2-s2.0-0035687905,True
391,2-s2.0-0035687634,True
392,2-s2.0-0035679240,True
393,2-s2.0-0035649414,True
394,2-s2.0-0035582158,True
395,2-s2.0-0035571544,True
396,2-s2.0-0035569964,True
397,2-s2.0-0035555234,True
398,2-s2.0-0035554665,True
399,2-s2.0-0035554371,True
400,2-s2.0-0035552759,True
401,2-s2.0-0035292951,True
402,2-s2.0-0035228128,True
403,2-s2.0-0035622660,True
404,2-s2.0-0035500139,True
405,2-s2.0-0013296673,True
406,2-s2.0-0034757881,True
407,2-s2.0-0034800538,True
408,2-s2.0-0344429192,True
409,2-s2.0-85171829373,True
410,2-s2.0-85158760701,True
411,2-s2.0-85070608828,True
412,2-s2.0-0035497719,True
413,2-s2.0-0034851659,True
414,2-s2.0-0034847153,True
415,2-s2.0-4744349791,True
416,2-s2.0-0034922790,True
417,2-s2.0-0040154306,True
418,2-s2.0-0035725479,True
419,2-s2.0-0035422936,True
420,2-s2.0-0035414892,True
421,2-s2.0-0034932636,True
422,2-s2.0-0034970479,True
423,2-s2.0-46649112036,True
424,2-s2.0-0034981808,True
425,2-s2.0-33748119019,True
426,2-s2.0-85023947838,True
427,2-s2.0-77954184874,True
428,2-s2.0-4544320468,True
429,2-s2.0-27744515110,True
430,2-s2.0-0035947118,True
431,2-s2.0-85056873958,True
432,2-s2.0-85023658640,True
433,2-s2.0-0348238398,True
434,2-s2.0-0013145664,True
435,2-s2.0-0035092350,True
436,2-s2.0-85180902848,True
437,2-s2.0-4043104065,True
438,2-s2.0-0346997406,True
439,2-s2.0-0041870769,True
440,2-s2.0-0035533666,True
441,2-s2.0-0035286827,True
442,2-s2.0-0035279548,True
443,2-s2.0-0035272283,True
444,2-s2.0-0035271059,True
445,2-s2.0-0035264841,True
446,2-s2.0-0013240382,True
447,2-s2.0-0035793391,True
448,2-s2.0-0035608424,True
449,2-s2.0-0035257725,True
450,2-s2.0-6344233840,True
451,2-s2.0-6344294357,True
452,2-s2.0-6344292478,True
453,2-s2.0-6344283024,True
454,2-s2.0-6344226771,True
455,2-s2.0-8744311501,True
456,2-s2.0-85131785485,True
457,2-s2.0-85096748981,True
458,2-s2.0-85074884261,True
459,2-s2.0-85072449893,True
460,2-s2.0-85070136361,True
461,2-s2.0-85066191930,True
462,2-s2.0-85064781454,True
463,2-s2.0-85047686427,True
464,2-s2.0-85042110617,True
465,2-s2.0-85025336272,True
466,2-s2.0-85024073013,True
467,2-s2.0-85023833173,True
468,2-s2.0-85023813769,True
469,2-s2.0-85023812916,True
470,2-s2.0-85011528595,True
471,2-s2.0-85010855531,True
472,2-s2.0-85010629684,True
473,2-s2.0-85009870897,True
474,2-s2.0-85009648608,True
475,2-s2.0-85009635406,True
476,2-s2.0-85009598657,True
477,2-s2.0-85009547716,True
478,2-s2.0-85009039286,True
479,2-s2.0-85008776536,True
480,2-s2.0-85007784572,True
481,2-s2.0-84996203492,True
482,2-s2.0-84993737850,True
483,2-s2.0-84992904154,True
484,2-s2.0-84992850792,True
485,2-s2.0-84992829366,True
486,2-s2.0-84992803642,True
487,2-s2.0-84992782820,True
488,2-s2.0-84968560777,True
489,2-s2.0-84964556257,True
490,2-s2.0-84958765591,True
491,2-s2.0-84943261996,True
492,2-s2.0-84943252184,True
493,2-s2.0-84926254016,True
494,2-s2.0-84905098143,True
495,2-s2.0-84904063011,True
496,2-s2.0-84901933346,True
497,2-s2.0-84901932833,True
498,2-s2.0-84901922779,True
499,2-s2.0-84901268889,True
500,2-s2.0-84901264039,True
501,2-s2.0-84901257016,True
502,2-s2.0-84897820656,True
503,2-s2.0-84895258936,True
504,2-s2.0-84889286772,True
505,2-s2.0-84882300382,True
506,2-s2.0-84872860010,True
507,2-s2.0-84867342011,True
508,2-s2.0-84861501078,True
509,2-s2.0-84858572328,True
510,2-s2.0-79952130000,True
511,2-s2.0-77956334086,True
512,2-s2.0-77952004585,True
513,2-s2.0-76649083006,True
514,2-s2.0-71149103033,True
515,2-s2.0-61949257545,True
516,2-s2.0-61149692982,True
517,2-s2.0-5644247748,True
518,2-s2.0-56149108211,True
519,2-s2.0-54049114814,True
520,2-s2.0-52749098367,True
521,2-s2.0-52549130765,True
522,2-s2.0-52549118202,True
523,2-s2.0-52549098654,True
524,2-s2.0-52549084621,True
525,2-s2.0-4544263115,True
526,2-s2.0-44849143383,True
527,2-s2.0-4243062315,True
528,2-s2.0-4043087809,True
529,2-s2.0-34548849734,True
530,2-s2.0-34548082510,True
531,2-s2.0-34249805880,True
532,2-s2.0-34249670955,True
533,2-s2.0-33751504732,True
534,2-s2.0-33749871901,True
535,2-s2.0-33749543436,True
536,2-s2.0-33746754727,True
537,2-s2.0-33745203899,True
538,2-s2.0-33344460828,True
539,2-s2.0-3042789650,True
540,2-s2.0-27944489082,True
541,2-s2.0-27944457920,True
542,2-s2.0-27844507401,True
543,2-s2.0-27544496425,True
544,2-s2.0-26444550190,True
545,2-s2.0-24944458676,True
546,2-s2.0-2442547089,True
547,2-s2.0-23844468180,True
548,2-s2.0-20644461397,True
549,2-s2.0-19644393318,True
550,2-s2.0-19644390279,True
551,2-s2.0-19644381920,True
552,2-s2.0-19644373972,True
553,2-s2.0-19644370421,True
554,2-s2.0-19644363835,True
555,2-s2.0-19644363227,True
556,2-s2.0-18544390127,True
557,2-s2.0-18444366830,True
558,2-s2.0-18044398836,True
559,2-s2.0-17644447688,True
560,2-s2.0-17544405304,True
561,2-s2.0-17544400786,True
562,2-s2.0-17344392890,True
563,2-s2.0-17344373586,True
564,2-s2.0-17044370789,True
565,2-s2.0-15944401437,True
566,2-s2.0-1242287682,True
567,2-s2.0-0345816874,True
568,2-s2.0-0043176077,True
569,2-s2.0-0042860225,True
570,2-s2.0-0040746584,True
571,2-s2.0-0040487057,True
572,2-s2.0-0039838616,True
573,2-s2.0-0039147545,True
574,2-s2.0-0038970348,True
575,2-s2.0-0038895779,True
576,2-s2.0-0038793784,True
577,2-s2.0-0038775899,True
578,2-s2.0-0037970947,True
579,2-s2.0-0035908403,True
580,2-s2.0-0035824237,True
581,2-s2.0-0035790531,True
582,2-s2.0-0035784025,True
583,2-s2.0-0035751048,True
584,2-s2.0-0035732348,True
585,2-s2.0-0035691190,True
586,2-s2.0-0035667891,True
587,2-s2.0-0035648471,True
588,2-s2.0-0035646069,True
589,2-s2.0-0035632816,True
590,2-s2.0-0035615685,True
591,2-s2.0-0035601560,True
592,2-s2.0-0035600229,True
593,2-s2.0-0035599981,True
594,2-s2.0-0035595758,True
595,2-s2.0-0035584559,True
596,2-s2.0-0035581880,True
597,2-s2.0-0035579635,True
598,2-s2.0-0035564541,True
599,2-s2.0-0035562902,True
600,2-s2.0-0035537853,True
601,2-s2.0-0035537037,True
602,2-s2.0-0035532086,True
603,2-s2.0-0035531946,True
604,2-s2.0-0035531849,True
605,2-s2.0-0035531595,True
606,2-s2.0-0035506604,True
607,2-s2.0-0035495263,True
608,2-s2.0-0035491608,True
609,2-s2.0-0035475485,True
610,2-s2.0-0035458222,True
611,2-s2.0-0035457774,True
612,2-s2.0-0035438376,True
613,2-s2.0-0035438375,True
614,2-s2.0-0035434521,True
615,2-s2.0-0035419834,True
616,2-s2.0-0035394582,True
617,2-s2.0-0035381111,True
618,2-s2.0-0035378401,True
619,2-s2.0-0035376604,True
620,2-s2.0-0035374273,True
621,2-s2.0-0035374082,True
622,2-s2.0-0035359369,True
623,2-s2.0-0035354880,True
624,2-s2.0-0035343999,True
625,2-s2.0-0035342129,True
626,2-s2.0-0035329260,True
627,2-s2.0-0035291816,True
628,2-s2.0-0035287304,True
629,2-s2.0-0035285632,True
630,2-s2.0-0035223759,True
631,2-s2.0-0035216353,True
632,2-s2.0-0035204715,True
633,2-s2.0-0035204699,True
634,2-s2.0-0035202597,True
635,2-s2.0-0035201980,True
636,2-s2.0-0035201973,True
637,2-s2.0-0035201968,True
638,2-s2.0-0035197932,True
639,2-s2.0-0035197641,True
640,2-s2.0-0035197640,True
641,2-s2.0-0035194095,True
642,2-s2.0-0035193785,True
643,2-s2.0-0035142034,True
644,2-s2.0-0035122957,True
645,2-s2.0-0035079719,True
646,2-s2.0-0035076293,True
647,2-s2.0-0035059492,True
648,2-s2.0-0035037337,True
649,2-s2.0-0035000207,True
650,2-s2.0-0034985340,True
651,2-s2.0-0034981480,True
652,2-s2.0-0034981004,True
653,2-s2.0-0034976737,True
654,2-s2.0-0034961420,True
655,2-s2.0-0034959068,True
656,2-s2.0-0034830126,True
657,2-s2.0-0034822964,True
658,2-s2.0-0034818440,True
659,2-s2.0-0034782346,True
660,2-s2.0-0034782230,True
661,2-s2.0-0034779462,True
662,2-s2.0-0034776582,True
663,2-s2.0-0034771467,True
664,2-s2.0-0012855499,True
665,2-s2.0-0012630197,True
666,2-s2.0-0012584908,True
667,2-s2.0-0012068470,True
668,2-s2.0-0009889502,True
669,2-s2.0-0000624536,True
670,2-s2.0-8744316862,True
671,2-s2.0-8744315657,True
672,2-s2.0-8744315461,True
673,2-s2.0-8744307770,True
674,2-s2.0-8744302086,True
675,2-s2.0-8744301796,True
676,2-s2.0-8744299250,True
677,2-s2.0-8744295139,True
678,2-s2.0-8744292846,True
679,2-s2.0-8744289745,True
680,2-s2.0-8744289577,True
681,2-s2.0-8744289480,True
682,2-s2.0-8744285546,True
683,2-s2.0-8744285477,True
684,2-s2.0-8744278149,True
685,2-s2.0-8744277888,True
686,2-s2.0-8744276635,True
687,2-s2.0-8744274294,True
688,2-s2.0-8744273851,True
689,2-s2.0-8744273829,True
690,2-s2.0-8744272197,True
691,2-s2.0-8744266292,True
692,2-s2.0-8744264051,True
693,2-s2.0-8744263741,True
694,2-s2.0-8744262860,True
695,2-s2.0-8744260857,True
696,2-s2.0-8744255414,True
697,2-s2.0-8744254764,True
698,2-s2.0-8744249133,True
699,2-s2.0-8744248315,True
700,2-s2.0-8744247220,True
701,2-s2.0-8744246388,True
702,2-s2.0-8744246347,True
703,2-s2.0-8744246134,True
704,2-s2.0-8744244174,True
705,2-s2.0-8744240301,True
706,2-s2.0-8744240234,True
707,2-s2.0-8744239672,True
708,2-s2.0-8744239201,True
709,2-s2.0-8744237043,True
710,2-s2.0-8744235170,True
711,2-s2.0-8744234294,True
712,2-s2.0-8744234022,True
713,2-s2.0-8744231816,True
714,2-s2.0-8744230889,True
715,2-s2.0-8744229032,True
716,2-s2.0-8744225628,True
717,2-s2.0-8744225475,True
718,2-s2.0-8744224772,True
719,2-s2.0-8744222435,True
720,2-s2.0-8744222397,True
721,2-s2.0-8744219728,True
722,2-s2.0-85134337511,True
723,2-s2.0-84891688754,True
724,2-s2.0-84867312128,True
725,2-s2.0-84867309958,True
726,2-s2.0-84867302294,True
727,2-s2.0-84867291803,True
728,2-s2.0-84862506439,True
729,2-s2.0-78650238545,True
730,2-s2.0-67849133070,True
731,2-s2.0-4944260278,True
732,2-s2.0-43149120757,True
733,2-s2.0-33947533512,True
734,2-s2.0-33645713898,True
735,2-s2.0-3042724859,True
736,2-s2.0-3042691111,True
737,2-s2.0-3042600450,True
738,2-s2.0-2642556458,True
739,2-s2.0-23844479305,True
740,2-s2.0-23844443890,True
741,2-s2.0-23844438645,True
742,2-s2.0-21144448317,True
743,2-s2.0-18644378474,True
744,2-s2.0-1842579640,True
745,2-s2.0-1842528060,True
746,2-s2.0-18344365029,True
747,2-s2.0-17144450870,True
748,2-s2.0-1642634543,True
749,2-s2.0-11244295374,True
750,2-s2.0-0642365014,True
751,2-s2.0-0347069061,True
752,2-s2.0-0038715045,True
753,2-s2.0-0038671886,True
754,2-s2.0-0038307780,True
755,2-s2.0-0037657661,True
756,2-s2.0-0037005010,True
757,2-s2.0-0036995665,True
758,2-s2.0-0036992281,True
759,2-s2.0-0036989180,True
760,2-s2.0-0036959410,True
761,2-s2.0-0036957288,True
762,2-s2.0-0036954755,True
763,2-s2.0-0036954560,True
764,2-s2.0-0036954288,True
765,2-s2.0-0036954280,True
766,2-s2.0-0036954181,True
767,2-s2.0-0036954089,True
768,2-s2.0-0036954087,True
769,2-s2.0-0036953978,True
770,2-s2.0-0036953973,True
771,2-s2.0-0036949797,True
772,2-s2.0-0036949629,True
773,2-s2.0-0036949575,True
774,2-s2.0-0036949541,True
775,2-s2.0-0036949397,True
776,2-s2.0-0036949326,True
777,2-s2.0-0036949319,True
778,2-s2.0-0036949207,True
779,2-s2.0-0036948965,True
780,2-s2.0-0036948963,True
781,2-s2.0-0036911431,True
782,2-s2.0-0036907670,True
783,2-s2.0-0036890865,True
784,2-s2.0-0036368716,True
785,2-s2.0-0036027258,True
786,2-s2.0-0036002222,True
787,2-s2.0-0036421741,True
788,2-s2.0-0036404936,True
789,2-s2.0-0036405402,True
790,2-s2.0-0036400919,True
791,2-s2.0-0036399334,True
792,2-s2.0-3843118120,True
793,2-s2.0-3042544905,True
794,2-s2.0-0036875925,True
795,2-s2.0-0036864581,True
796,2-s2.0-0036417894,True
797,2-s2.0-0036396336,True
798,2-s2.0-0037078661,True
799,2-s2.0-84864977393,True
800,2-s2.0-3042544902,True
801,2-s2.0-1842450025,True
802,2-s2.0-0036798916,True
803,2-s2.0-0036795923,True
804,2-s2.0-0036794154,True
805,2-s2.0-85040561774,True
806,2-s2.0-84872580315,True
807,2-s2.0-34948892492,True
808,2-s2.0-0038895464,True
809,2-s2.0-0036757770,True
810,2-s2.0-0036016344,True
811,2-s2.0-0036336430,True
812,2-s2.0-0036331867,True
813,2-s2.0-33746507919,True
814,2-s2.0-0036677618,True
815,2-s2.0-0036064542,True
816,2-s2.0-84945962878,True
817,2-s2.0-84945938712,True
818,2-s2.0-0037118764,True
819,2-s2.0-0036297785,True
820,2-s2.0-34548275325,True
821,2-s2.0-0036270109,True
822,2-s2.0-0036274412,True
823,2-s2.0-0036263814,True
824,2-s2.0-0036048755,True
825,2-s2.0-85181197686,True
826,2-s2.0-85024256291,True
827,2-s2.0-84857809935,True
828,2-s2.0-2142808706,True
829,2-s2.0-0036622041,True
830,2-s2.0-0035998790,True
831,2-s2.0-0037165998,True
832,2-s2.0-0037165988,True
833,2-s2.0-0036246049,True
834,2-s2.0-0036228251,True
835,2-s2.0-3843123555,True
836,2-s2.0-3543000187,True
837,2-s2.0-0036573193,True
838,2-s2.0-0036571849,True
839,2-s2.0-0036207274,True
840,2-s2.0-0036201633,True
841,2-s2.0-17444374732,True
842,2-s2.0-0036528164,True
843,2-s2.0-0036527286,True
844,2-s2.0-0036005479,True
845,2-s2.0-5644287669,True
846,2-s2.0-33748756973,True
847,2-s2.0-33746787773,True
848,2-s2.0-27944478119,True
849,2-s2.0-0041762162,True
850,2-s2.0-0036499137,True
851,2-s2.0-0011264311,True
852,2-s2.0-0037039848,True
853,2-s2.0-0346739128,True
854,2-s2.0-0042889018,True
855,2-s2.0-0036484188,True
856,2-s2.0-0036002516,True
857,2-s2.0-0037059496,True
858,2-s2.0-0037059449,True
859,2-s2.0-85159674904,True
860,2-s2.0-85088183454,True
861,2-s2.0-85075071836,True
862,2-s2.0-85071344093,True
863,2-s2.0-85066206402,True
864,2-s2.0-85066201025,True
865,2-s2.0-85066189967,True
866,2-s2.0-85066183730,True
867,2-s2.0-85066182537,True
868,2-s2.0-85065366810,True
869,2-s2.0-85065365895,True
870,2-s2.0-85064783246,True
871,2-s2.0-85064775393,True
872,2-s2.0-85064306241,True
